	id	baseMean	baseMeanA	baseMeanB	foldChange	log2FoldChange	pval	padj
12556	CTD-2330K9.3	0.6568215946	0.8915107797	0.4221324094	0.4735023053	-1.0785566453	0.9203067538	1
16956	GDF5OS	0.6568215946	0.8915107797	0.4221324094	0.4735023053	-1.0785566453	0.9203067538	1
48002	RP11-998D10.4	0.6568215946	0.8915107797	0.4221324094	0.4735023053	-1.0785566453	0.9203067538	1
46970	RP11-7D5.2	2.254106473	2.3606278354	2.1475851107	0.909751668	-0.1364553037	0.92037251	1
52075	SLC25A42	544.894837392	528.1760937159	561.613581068	1.0633074608	0.0885588199	0.9204845782	1
8640	C8orf34	9.0245007377	8.4413500196	9.6076514559	1.1381652738	0.1867100676	0.9205268092	1
806	AC006159.4	0.6551103718	0.8880883341	0.4221324094	0.4753270516	-1.073007585	0.9205296741	1
13186	CTD-3214K23.1	0.6551103718	0.8880883341	0.4221324094	0.4753270516	-1.073007585	0.9205296741	1
15086	ENPP7P4	0.6551103718	0.8880883341	0.4221324094	0.4753270516	-1.073007585	0.9205296741	1
15419	FABP6	0.6551103718	0.8880883341	0.4221324094	0.4753270516	-1.073007585	0.9205296741	1
37471	RP11-155O18.6	0.6551103718	0.8880883341	0.4221324094	0.4753270516	-1.073007585	0.9205296741	1
39521	RP11-285G1.14	0.6551103718	0.8880883341	0.4221324094	0.4753270516	-1.073007585	0.9205296741	1
55880	TRIM60P14	0.6551103718	0.8880883341	0.4221324094	0.4753270516	-1.073007585	0.9205296741	1
23593	MICA	291.5564186499	294.9473160859	288.1655212138	0.9770067585	-0.0335595528	0.920649474	1
9738	CEP57	461.698530872	459.5800163356	463.8170454085	1.0092193501	0.013239773	0.920678117	1
54718	TIAF1	19.8792011012	19.2483739503	20.510028252	1.0655460199	0.0915929031	0.9207089089	1
49955	RPL21P75	2.2443997663	2.3967628007	2.092036732	0.8728593132	-0.1961789548	0.9207617398	1
20100	JAKMIP2-AS1	9.0548282142	8.2249182117	9.8847382168	1.201803831	0.2652014259	0.9207766558	1
52160	SLC30A6	409.0723910932	405.6848801454	412.4599020411	1.016700208	0.0238943379	0.9208438399	1
926	AC007036.4	0.6518769182	0.881621427	0.4221324094	0.4788136908	-1.0624636906	0.9209522786	1
1639	AC011290.4	0.6518769182	0.881621427	0.4221324094	0.4788136908	-1.0624636906	0.9209522786	1
8350	C1QL4	0.6518769182	0.881621427	0.4221324094	0.4788136908	-1.0624636906	0.9209522786	1
13011	CTD-2651B20.7	0.6518769182	0.881621427	0.4221324094	0.4788136908	-1.0624636906	0.9209522786	1
19124	IDI2	0.6518769182	0.881621427	0.4221324094	0.4788136908	-1.0624636906	0.9209522786	1
37137	RP11-138I1.3	0.6518769182	0.881621427	0.4221324094	0.4788136908	-1.0624636906	0.9209522786	1
36504	RP11-112L6.3	3.1527387247	3.2882735804	3.017203869	0.9175647327	-0.1241181535	0.9210940509	1
15327	EXOC4	981.1592787874	971.1693775282	991.1491800466	1.020572933	0.0293792851	0.9214325104	1
52017	SLC25A11	914.8790747291	901.0785318269	928.6796176313	1.0306311657	0.0435281245	0.9214377089	1
2466	AC062028.1	0.6469322418	0.8717320743	0.4221324094	0.4842455863	-1.0461891956	0.9216020604	1
20919	KRT73-AS1	0.6469322418	0.8717320743	0.4221324094	0.4842455863	-1.0461891956	0.9216020604	1
39046	RP11-255I10.2	0.6469322418	0.8717320743	0.4221324094	0.4842455863	-1.0461891956	0.9216020604	1
39169	RP11-263K4.3	0.6469322418	0.8717320743	0.4221324094	0.4842455863	-1.0461891956	0.9216020604	1
40516	RP11-336N8.3	0.6469322418	0.8717320743	0.4221324094	0.4842455863	-1.0461891956	0.9216020604	1
46752	RP11-777J24.1	0.6469322418	0.8717320743	0.4221324094	0.4842455863	-1.0461891956	0.9216020604	1
18174	HIF1A	1603.2177120401	1603.1074007519	1603.3280233282	1.0001376218	0.0001985327	0.9216212609	1
57564	XX-FW83563B9.5	16.1555866395	16.6206218973	15.6905513817	0.9440411724	-0.0830783138	0.9216799058	1
9529	CDK19	347.7134103158	345.1875460143	350.2392746172	1.014634736	0.020960457	0.9216818167	1
51283	SCN3B	24.8517847455	23.8535121717	25.8500573193	1.083700259	0.1159657764	0.9217637941	1
57165	VPS37C	315.7100175427	322.3282797574	309.091755328	0.9589346475	-0.0604955976	0.9217980718	1
44918	RP11-59E19.4	2.2173660554	2.4165415061	2.0181906046	0.8351566069	-0.2598813407	0.9218551916	1
53741	STAG3L3	51.4752343798	50.4241585551	52.5263102046	1.0416893749	0.0589251393	0.9219131782	1
49583	RP5-933K21.3	3.6689001679	3.852946042	3.4848542937	0.9044648577	-0.1448636458	0.9219974929	1
10168	CIPC	533.380679898	522.950082483	543.811277313	1.0398913692	0.0564328272	0.9220517887	1
10350	CLTA	1502.3500840314	1551.1566081606	1453.5435599021	0.9370707975	-0.0937700445	0.9221139173	1
28664	OSTC	1649.7663552259	1619.1532000619	1680.3795103899	1.0378137846	0.0535476035	0.9221765908	1
38154	RP11-192C21.1	0.6419875655	0.8618427215	0.4221324094	0.48980214	-1.0297290175	0.9222561454	1
23606	MICU1	483.0326967533	479.5204145642	486.5449789425	1.0146491456	0.0209809457	0.922320956	1
7562	BAG3	629.946071828	638.7906249191	621.1015187368	0.9723084443	-0.040514044	0.9223284812	1
1053	AC007386.2	6.2885434048	6.9163192932	5.6607675165	0.8184653248	-0.2890067983	0.9223501373	1
14613	ECE2	37.3800707574	38.435788154	36.3243533609	0.9450659166	-0.0815131368	0.922473436	1
40813	RP11-34P13.15	3.2676932509	3.2224705569	3.3129159449	1.0280670952	0.0399344229	0.9226025705	1
56713	UNC79	11.7524718327	12.0267938599	11.4781498056	0.9543815201	-0.0673619868	0.9226423868	1
43269	RP11-482M8.1	2.1960651191	2.3739396337	2.0181906046	0.8501440289	-0.2342208158	0.9227266945	1
51154	SARDH	95.2187863775	91.0841816869	99.3533910681	1.0907864486	0.1253686822	0.9227721511	1
57895	ZCCHC14	450.0751695767	451.2505295349	448.8998096184	0.9947906545	-0.0075351406	0.9228265793	1
15133	EPHA1-AS1	3.6386330033	3.8662578404	3.4110081663	0.8822505656	-0.1807396451	0.9228414809	1
36647	RP11-116O18.1	2.8224481856	3.5983776546	2.0465187167	0.568733722	-0.8141747461	0.9228848793	1
20466	KERA	24.7229979038	25.183401732	24.2625940757	0.9634359303	-0.0537393662	0.9230375786	1
25862	MST1	342.7583557794	344.2193000111	341.2974115477	0.9915115496	-0.0122985172	0.9231818476	1
16630	FUT6	0.6710031666	0.5745618144	0.7674445188	1.3357040088	0.4176003429	0.923182989	1
43849	RP11-521O16.1	0.6710031666	0.5745618144	0.7674445188	1.3357040088	0.4176003429	0.923182989	1
47221	RP11-830F9.6	0.6710031666	0.5745618144	0.7674445188	1.3357040088	0.4176003429	0.923182989	1
54590	TFAP2A-AS1	0.6710031666	0.5745618144	0.7674445188	1.3357040088	0.4176003429	0.923182989	1
11525	CTC-297N7.1	0.6759478429	0.5844511671	0.7674445188	1.3131028938	0.3929799692	0.9232049766	1
42033	RP11-415F23.4	0.6759478429	0.5844511671	0.7674445188	1.3131028938	0.3929799692	0.9232049766	1
44203	RP11-545P7.9	0.6759478429	0.5844511671	0.7674445188	1.3131028938	0.3929799692	0.9232049766	1
31438	RBM5-AS1	0.6808925193	0.5943405198	0.7674445188	1.2912539078	0.3687727152	0.9232265822	1
33623	RNU12	0.6808925193	0.5943405198	0.7674445188	1.2912539078	0.3687727152	0.9232265822	1
40608	RP11-341G23.4	0.6808925193	0.5943405198	0.7674445188	1.2912539078	0.3687727152	0.9232265822	1
7744	BHMG1	0.6841259729	0.600807427	0.7674445188	1.2773552462	0.3531598098	0.923240507	1
26388	MYCN	0.6841259729	0.600807427	0.7674445188	1.2773552462	0.3531598098	0.923240507	1
46580	RP11-757O6.1	0.6841259729	0.600807427	0.7674445188	1.2773552462	0.3531598098	0.923240507	1
49778	RPL12P14	0.6841259729	0.600807427	0.7674445188	1.2773552462	0.3531598098	0.923240507	1
53438	SPNS3	0.6841259729	0.600807427	0.7674445188	1.2773552462	0.3531598098	0.923240507	1
56131	TTC29	0.6841259729	0.600807427	0.7674445188	1.2773552462	0.3531598098	0.923240507	1
58024	ZIC1	0.6841259729	0.600807427	0.7674445188	1.2773552462	0.3531598098	0.923240507	1
6967	ARHGEF38	0.6890706492	0.6106967797	0.7674445188	1.256670322	0.3296062192	0.9232614938	1
20316	KCNG3	0.6890706492	0.6106967797	0.7674445188	1.256670322	0.3296062192	0.9232614938	1
42095	RP11-419I17.1	0.6890706492	0.6106967797	0.7674445188	1.256670322	0.3296062192	0.9232614938	1
56464	UBE2CP2	0.6890706492	0.6106967797	0.7674445188	1.256670322	0.3296062192	0.9232614938	1
6770	API5P1	0.6972487792	0.6270530395	0.7674445188	1.2238909157	0.2914749777	0.9232954023	1
17859	GUSBP6	0.6972487792	0.6270530395	0.7674445188	1.2238909157	0.2914749777	0.9232954023	1
30596	PRR33	0.6972487792	0.6270530395	0.7674445188	1.2238909157	0.2914749777	0.9232954023	1
53671	ST13P15	0.6972487792	0.6270530395	0.7674445188	1.2238909157	0.2914749777	0.9232954023	1
55977	TRPM5	0.6972487792	0.6270530395	0.7674445188	1.2238909157	0.2914749777	0.9232954023	1
58108	ZNF177	0.6972487792	0.6270530395	0.7674445188	1.2238909157	0.2914749777	0.9232954023	1
6934	ARHGAP42P4	0.7541619515	0.5745618144	0.9337620886	1.6251725493	0.7005929014	0.9235055878	1
19230	IGDCC3	0.7591066278	0.5844511671	0.9337620886	1.5976734091	0.6759725276	0.9235218659	1
18065	HDAC9	67.347500679	61.2424015649	73.452599793	1.1993749088	0.2622826967	0.9235233748	1
43358	RP11-488L18.3	0.7672847578	0.600807427	0.9337620886	1.5541786714	0.6361523683	0.9235481409	1
3413	AC097359.2	0.7722294341	0.6106967797	0.9337620886	1.5290109914	0.6125987777	0.9235636427	1
16832	GAPDHP70	0.7722294341	0.6106967797	0.9337620886	1.5290109914	0.6125987777	0.9235636427	1
47075	RP11-80H18.4	0.7722294341	0.6106967797	0.9337620886	1.5290109914	0.6125987777	0.9235636427	1
47519	RP11-887P2.6	0.7722294341	0.6106967797	0.9337620886	1.5290109914	0.6125987777	0.9235636427	1
18845	HRG	0.7726234833	0.5745618144	0.9706851523	1.6894355455	0.7565413106	0.9235648657	1
21714	LINC00501	0.7726234833	0.5745618144	0.9706851523	1.6894355455	0.7565413106	0.9235648657	1
43481	RP11-497E19.2	0.7726234833	0.5745618144	0.9706851523	1.6894355455	0.7565413106	0.9235648657	1
57244	WARS2-IT1	8.3807895448	8.6761397016	8.0854393881	0.9319166895	-0.1017271068	0.9235658764	1
44873	RP11-596D21.1	0.7775681597	0.5844511671	0.9706851523	1.6608490272	0.7319209368	0.9235800602	1
16826	GAPDHP64	0.7825128361	0.5943405198	0.9706851523	1.6332138226	0.7077136829	0.9235949745	1
4255	AC145110.1	0.7857462896	0.600807427	0.9706851523	1.6156344092	0.6921007775	0.9236045778	1
21207	LAGE3P1	0.7857462896	0.600807427	0.9706851523	1.6156344092	0.6921007775	0.9236045778	1
47516	RP11-886P16.6	0.7857462896	0.600807427	0.9706851523	1.6156344092	0.6921007775	0.9236045778	1
48635	RP4-530I15.9	0.7857462896	0.600807427	0.9706851523	1.6156344092	0.6921007775	0.9236045778	1
7489	AZGP1	0.790690966	0.6106967797	0.9706851523	1.5894715423	0.6685471869	0.9236190376	1
22279	LINC01381	0.790690966	0.6106967797	0.9706851523	1.5894715423	0.6685471869	0.9236190376	1
49393	RP5-1186P10.2	0.790690966	0.6106967797	0.9706851523	1.5894715423	0.6685471869	0.9236190376	1
50945	RSBN1	328.5130838074	329.9676833657	327.0584842491	0.9911833817	-0.0127760956	0.9236396955	1
29871	PMPCB	759.1897166299	772.0284006154	746.3510326443	0.9667403842	-0.0487995854	0.9236445207	1
16778	GAPDHP1	25.2069726809	26.4489296891	23.9650156728	0.9060864071	-0.1422794584	0.923687855	1
4676	ADGRF5P1	0.8472100891	0.5943405198	1.1000796584	1.8509248851	0.8882463485	0.9237661024	1
48262	RP13-93L13.2	0.8504435427	0.600807427	1.1000796584	1.8310020966	0.8726334431	0.9237735649	1
31026	PZP	0.855388219	0.6106967797	1.1000796584	1.8013516609	0.8490798525	0.9237847901	1
19092	IBA57-AS1	0.8557822682	0.5745618144	1.1370027221	1.978904086	0.9847016892	0.923785675	1
21351	LDHBP1	0.8557822682	0.5745618144	1.1370027221	1.978904086	0.9847016892	0.923785675	1
11327	CTB-39G8.2	0.865671621	0.5943405198	1.1370027221	1.9130493112	0.9358740614	0.9238074244	1
43526	RP11-49C9.2	0.8689050745	0.600807427	1.1370027221	1.8924578344	0.9202611561	0.9238143466	1
47767	RP11-94C24.13	0.8738497509	0.6106967797	1.1370027221	1.8618122118	0.8967075655	0.923824755	1
54372	TCEAL6	0.8738497509	0.6106967797	1.1370027221	1.8618122118	0.8967075655	0.923824755	1
58285	ZNF418	61.5196451869	61.4499027871	61.5893875868	1.0022698946	0.0032710545	0.9238330604	1
18595	HNRNPA1P33	0.8791884764	0.5844511671	1.1739257858	2.0085951606	1.0061868131	0.9238357557	1
86	ABCB5	0.8841331528	0.5943405198	1.1739257858	1.9751737374	0.9819795591	0.9238457277	1
4668	ADGRE3	0.8841331528	0.5943405198	1.1739257858	1.9751737374	0.9819795591	0.9238457277	1
12716	CTD-2521M24.4	0.8841331528	0.5943405198	1.1739257858	1.9751737374	0.9819795591	0.9238457277	1
28981	PCAT7	0.8841331528	0.5943405198	1.1739257858	1.9751737374	0.9819795591	0.9238457277	1
46515	RP11-750H9.7	2.1681082837	2.3180259629	2.0181906046	0.8706505608	-0.1998342915	0.9238840819	1
37296	RP11-145A3.4	0.9204795213	0.5745618144	1.2663972282	2.2041096302	1.1401959839	0.92391291	1
6180	ANKRD20A11P	0.9254241976	0.5844511671	1.2663972282	2.1668144397	1.1155756101	0.9239212531	1
43206	RP11-479O17.9	0.9254241976	0.5844511671	1.2663972282	2.1668144397	1.1155756101	0.9239212531	1
53065	SNRPEP2	0.9254241976	0.5844511671	1.2663972282	2.1668144397	1.1155756101	0.9239212531	1
7834	BMX	0.930368874	0.5943405198	1.2663972282	2.1307603738	1.0913683562	0.9239294136	1
22594	LLNLR-307A6.1	0.930368874	0.5943405198	1.2663972282	2.1307603738	1.0913683562	0.9239294136	1
3246	AC092933.4	0.9336023276	0.600807427	1.2663972282	2.1078255217	1.0757554508	0.9239346524	1
33145	RNA5SP383	0.9336023276	0.600807427	1.2663972282	2.1078255217	1.0757554508	0.9239346524	1
39126	RP11-25O3.1	0.9336023276	0.600807427	1.2663972282	2.1078255217	1.0757554508	0.9239346524	1
39815	RP11-2H3.6	0.9336023276	0.600807427	1.2663972282	2.1078255217	1.0757554508	0.9239346524	1
41633	RP11-394O4.3	0.9336023276	0.600807427	1.2663972282	2.1078255217	1.0757554508	0.9239346524	1
47394	RP11-861A13.3	0.9336023276	0.600807427	1.2663972282	2.1078255217	1.0757554508	0.9239346524	1
48587	RP3-507I15.2	0.9336023276	0.600807427	1.2663972282	2.1078255217	1.0757554508	0.9239346524	1
31763	RHOXF1P3	0.9385470039	0.6106967797	1.2663972282	2.0736923303	1.0522018602	0.9239425165	1
44827	RP11-589M4.1	0.9385470039	0.6106967797	1.2663972282	2.0736923303	1.0522018602	0.9239425165	1
41703	RP11-398H6.1	6.8658874997	5.9886735481	7.7431014513	1.292957679	0.3706750538	0.9239455886	1
6699	AP006216.10	0.9438857295	0.5844511671	1.3033202919	2.2299900578	1.1570372781	0.9239508098	1
21778	LINC00599	0.9438857295	0.5844511671	1.3033202919	2.2299900578	1.1570372781	0.9239508098	1
22455	LINC01602	0.9438857295	0.5844511671	1.3033202919	2.2299900578	1.1570372781	0.9239508098	1
40663	RP11-344B2.3	0.9438857295	0.5844511671	1.3033202919	2.2299900578	1.1570372781	0.9239508098	1
6993	ARIH2P1	0.9467251339	0.6270530395	1.2663972282	2.0196014505	1.0140706186	0.9239551381	1
25437	MKRN4P	0.9467251339	0.6270530395	1.2663972282	2.0196014505	1.0140706186	0.9239551381	1
55205	TMSB15A	0.9467251339	0.6270530395	1.2663972282	2.0196014505	1.0140706186	0.9239551381	1
48190	RP13-580F15.2	0.9488304059	0.5943405198	1.3033202919	2.1928847999	1.1328300241	0.9239583106	1
51393	SEC16B	0.9488304059	0.5943405198	1.3033202919	2.1928847999	1.1328300241	0.9239583106	1
25658	MRPL13	303.2732136019	311.6545419703	294.8918852334	0.9462139822	-0.0797616152	0.9239586352	1
12677	CTD-2501B8.5	0.9520638594	0.600807427	1.3033202919	2.1692812596	1.1172171187	0.9239631231	1
28998	PCDH11X	0.9520638594	0.600807427	1.3033202919	2.1692812596	1.1172171187	0.9239631231	1
29186	PDE6H	0.9520638594	0.600807427	1.3033202919	2.1692812596	1.1172171187	0.9239631231	1
12019	CTD-2026K11.3	0.9570085358	0.6106967797	1.3033202919	2.1341528812	1.0936635281	0.9239703425	1
13615	DBIL5P2	0.9570085358	0.6106967797	1.3033202919	2.1341528812	1.0936635281	0.9239703425	1
22582	LLNLR-249E10.1	0.9570085358	0.6106967797	1.3033202919	2.1341528812	1.0936635281	0.9239703425	1
22788	LRRC55	0.9570085358	0.6106967797	1.3033202919	2.1341528812	1.0936635281	0.9239703425	1
36080	RP11-1020A11.1	0.9570085358	0.6106967797	1.3033202919	2.1341528812	1.0936635281	0.9239703425	1
35491	RP1-138B7.7	0.9623472613	0.5844511671	1.3402433556	2.2931656759	1.19734059	0.9239779498	1
47960	RP11-989E6.13	0.9623472613	0.5844511671	1.3402433556	2.2931656759	1.19734059	0.9239779498	1
57586	XXbac-B562F10.11	0.9651866657	0.6270530395	1.3033202919	2.0784849282	1.0555322866	0.9239819174	1
4472	ACTBP13	0.9705253913	0.600807427	1.3402433556	2.2307369974	1.1575204307	0.9239892319	1
6279	ANP32D	0.9705253913	0.600807427	1.3402433556	2.2307369974	1.1575204307	0.9239892319	1
43549	RP11-4B16.4	0.9705253913	0.600807427	1.3402433556	2.2307369974	1.1575204307	0.9239892319	1
48823	RP4-647C14.3	5.741268195	5.6028770977	5.8796592924	1.0494000118	0.0695647113	0.9239896299	1
18164	HHLA3	133.2176004255	137.5633731776	128.8718276734	0.9368178803	-0.0941594831	0.9239957175	1
45330	RP11-63M22.2	0.9754700676	0.6106967797	1.3402433556	2.1946134321	1.1339668401	0.9239958392	1
46192	RP11-717F1.2	0.9754700676	0.6106967797	1.3402433556	2.1946134321	1.1339668401	0.9239958392	1
783	AC006116.17	0.9758641168	0.5745618144	1.3771664193	2.3968986189	1.2611688889	0.9239963589	1
22581	LLNLR-246C6.1	0.9758641168	0.5745618144	1.3771664193	2.3968986189	1.2611688889	0.9239963589	1
4500	ACTG1P9	0.9808087932	0.5844511671	1.3771664193	2.3563412939	1.2365485152	0.9240027949	1
10963	CST9	0.9808087932	0.5844511671	1.3771664193	2.3563412939	1.2365485152	0.9240027949	1
13405	CYCSP39	0.9808087932	0.5844511671	1.3771664193	2.3563412939	1.2365485152	0.9240027949	1
38976	RP11-250B2.4	0.9808087932	0.5844511671	1.3771664193	2.3563412939	1.2365485152	0.9240027949	1
56721	UNC93B6	0.9808087932	0.5844511671	1.3771664193	2.3563412939	1.2365485152	0.9240027949	1
38544	RP11-218F10.3	0.9836481976	0.6270530395	1.3402433556	2.137368406	1.0958355985	0.92400642	1
44019	RP11-535A19.2	0.9836481976	0.6270530395	1.3402433556	2.137368406	1.0958355985	0.92400642	1
386	AC004383.3	0.9857534696	0.5943405198	1.3771664193	2.3171336522	1.2123412612	0.9240090747	1
15526	FAM155A-IT1	0.9857534696	0.5943405198	1.3771664193	2.3171336522	1.2123412612	0.9240090747	1
36308	RP11-108M9.6	0.9857534696	0.5943405198	1.3771664193	2.3171336522	1.2123412612	0.9240090747	1
38703	RP11-22C11.2	0.9857534696	0.5943405198	1.3771664193	2.3171336522	1.2123412612	0.9240090747	1
43253	RP11-481J13.1	0.9857534696	0.5943405198	1.3771664193	2.3171336522	1.2123412612	0.9240090747	1
6093	AMMECR1LP1	0.9889869231	0.600807427	1.3771664193	2.2921927352	1.1967283558	0.9240130977	1
22832	LRRTM3	0.9889869231	0.600807427	1.3771664193	2.2921927352	1.1967283558	0.9240130977	1
40376	RP11-328K15.1	0.9889869231	0.600807427	1.3771664193	2.2921927352	1.1967283558	0.9240130977	1
13516	CYP4F3	0.9939315995	0.6106967797	1.3771664193	2.2550739829	1.1731747652	0.9240191235	1
37738	RP11-166N6.1	1.0021097294	0.6270530395	1.3771664193	2.1962518838	1.1350435237	0.92402876	1
46474	RP11-747H7.3	1.0021097294	0.6270530395	1.3771664193	2.1962518838	1.1350435237	0.92402876	1
48524	RP3-461F17.3	1.0021097294	0.6270530395	1.3771664193	2.1962518838	1.1350435237	0.92402876	1
54847	TMC1	1.0021097294	0.6270530395	1.3771664193	2.1962518838	1.1350435237	0.92402876	1
43555	RP11-4L24.3	3.3841475967	3.2521386151	3.5161565784	1.0811828752	0.1126105664	0.9240603934	1
26458	MYO1C	2794.4599492991	2792.5832688506	2796.3366297477	1.0013440462	0.0019377469	0.924079382	1
55107	TMEM51	62.7736834076	70.5128182951	55.0345485201	0.7804899854	-0.3575479741	0.9240941113	1
489	AC004967.7	11.6347066593	11.902032704	11.3673806145	0.9550789262	-0.0663081348	0.9241039277	1
15471	FAM120AOS	712.2268281375	730.8707396422	693.5829166328	0.9489816448	-0.075547912	0.9242132196	1
23484	METTL14	277.3061176239	272.67377598	281.9384592678	1.0339771702	0.0482043318	0.9242519361	1
28614	ORAI1	71.3236204696	75.4597937544	67.1874471848	0.8903741164	-0.1675164415	0.9243056036	1
55131	TMEM70	186.2364955981	184.3240365069	188.1489546894	1.0207510548	0.0296310584	0.9244461604	1
29617	PIR	107.5412079798	105.953745601	109.1286703586	1.029965196	0.0425955875	0.9246777892	1
7272	ATMIN	1943.2728884468	1927.6371719299	1958.9086049636	1.0162226759	0.0232165617	0.9247369221	1
22979	MACF1	9072.9121038988	8886.5085258259	9259.3156819718	1.0419520394	0.0592888726	0.9247886106	1
58425	ZNF585B	270.3020814976	263.0895099735	277.5146530218	1.0548297918	0.0770102232	0.9248748793	1
26609	NAPA-AS1	5.8291602532	5.7048150865	5.9535054198	1.0435930577	0.0615592521	0.9249219239	1
31822	RMDN1	603.5400584348	592.3351242575	614.744992612	1.0378330905	0.0535744409	0.9249593209	1
56180	TTLL7	3.5594418043	3.9480391397	3.170844469	0.8031441323	-0.3162691778	0.9250865102	1
7683	BCRP3	3.4789006112	3.3308754528	3.6269257695	1.0888806324	0.1228458085	0.9251980019	1
53504	SPX	22.4883369123	22.9616234079	22.0150504167	0.9587758681	-0.0607344973	0.9252147511	1
6461	AP000704.5	3.497179497	3.2749617821	3.7193972119	1.1357070584	0.1835907575	0.9254126957	1
14019	DKK2	477.2078875586	461.0470135433	493.3687615739	1.0701051023	0.0977525004	0.9254401878	1
9983	CHAMP1	333.5129447702	333.5104342286	333.5154553117	1.0000150553	0.00002172	0.9255860771	1
17538	GRAMD3	1297.3984189585	1291.867301032	1302.9295368851	1.0085629815	0.0123011785	0.925649727	1
10931	CSNK2B	308.534763733	307.9752506786	309.0942767875	1.0036334936	0.0052325228	0.9256786895	1
